loan_amnt,term,int_rate,installment,grade,home_ownership,annual_inc,verification_status,loan_status,purpose,dti,earliest_cr_line,pub_rec,revol_bal,revol_util,total_acc,mort_acc,postal_code
25000.0,1,13.11,570.24,2,0,125000.0,2,0,2,11.4,1999,1,11473.0,55.2,29.0,6.0,6
7000.0,0,10.99,229.14,2,3,67000.0,0,1,1,11.77,2006,0,4494.0,23.7,23.0,1.0,7
6000.0,0,14.49,206.5,3,3,30000.0,1,1,2,22.24,2008,0,1921.0,80.0,10.0,0.0,1
10000.0,0,17.77,360.38,4,3,38000.0,2,1,2,33.63,2001,0,8285.0,83.7,46.0,2.0,6
17050.0,1,16.99,423.65,4,2,40000.0,2,0,1,20.2,2005,0,13653.0,63.8,38.0,0.0,5
7000.0,0,19.72,259.15,4,0,32000.0,0,1,9,26.63,2006,0,9097.0,66.9,16.0,1.0,5
27075.0,0,15.61,946.68,3,0,65000.0,2,1,1,27.42,1989,0,19521.0,76.3,24.0,0.0,7
16000.0,0,13.06,539.57,3,0,106800.0,2,1,2,24.56,2003,0,12586.0,59.6,21.0,1.8139908160844136,3
8000.0,0,11.53,263.93,2,3,115000.0,1,1,2,12.64,2006,0,8382.0,63.0,18.0,0.0,5
15500.0,0,17.77,558.58,4,0,40000.0,1,0,2,31.02,1994,1,11192.0,74.6,31.0,1.0,6
10825.0,0,15.88,379.94,3,3,31150.32,0,0,2,15.87,2001,0,7222.0,70.8,14.0,0.0,6
10000.0,0,15.33,348.29,4,2,41000.0,0,1,1,16.51,2001,0,12224.0,79.4,21.0,1.8139908160844136,6
21000.0,0,11.53,692.8,2,3,94000.0,1,1,2,31.57,2002,0,21311.0,44.5,31.0,0.0,0
16300.0,1,23.99,468.83,6,3,48000.0,1,1,2,20.22,2000,0,6393.0,30.0,28.0,0.0,3
7975.0,0,19.52,294.44,4,0,30000.0,2,1,2,10.6,2001,1,9101.0,72.2,43.0,2.0,6
10000.0,0,15.31,348.18,3,0,87350.0,0,1,2,7.72,1996,0,8984.0,64.2,30.0,5.0,4
10000.0,0,13.33,338.54,3,3,75000.0,1,0,2,34.75,2003,0,12565.0,23.3,44.0,0.0,7
20000.0,1,23.76,572.58,6,3,113000.0,2,1,13,12.5,1994,0,7445.0,51.0,26.0,7.0,7
13000.0,1,10.99,282.59,2,0,55000.0,0,1,1,17.13,1976,0,2486.0,10.6,34.0,2.0,7
30000.0,0,8.9,952.6,1,0,130000.0,2,1,2,6.6,1986,0,23726.0,29.8,26.0,6.0,6
8000.0,0,11.49,263.78,2,0,72000.0,0,1,1,20.25,1990,0,50754.0,86.7,22.0,1.8139908160844136,7
8400.0,0,9.17,267.79,2,0,88000.0,0,1,2,14.58,1987,0,7679.0,23.3,29.0,3.0,3
8000.0,0,13.35,270.91,3,3,52000.0,1,0,2,16.87,2005,0,8243.0,62.0,24.0,0.0,5
18000.0,1,13.11,410.57,2,0,118500.0,1,1,2,17.39,1986,0,13214.0,34.3,35.0,6.0,7
16000.0,0,9.76,514.48,2,0,36000.0,1,1,1,9.03,2007,0,11038.0,47.8,16.0,1.8139908160844136,3
10000.0,0,7.39,310.56,1,2,65080.0,1,1,2,19.44,1979,0,14075.0,93.8,9.0,0.0,6
6000.0,0,11.47,197.78,2,0,95000.0,1,1,1,22.76,1993,0,41073.0,71.1,33.0,5.0,3
11000.0,1,13.68,254.13,3,0,40000.0,2,1,1,15.52,1999,0,9925.0,64.0,18.0,2.0,0
8000.0,0,6.49,245.16,1,0,52000.0,0,0,2,10.34,1991,0,2455.0,11.7,26.0,1.0,8
25000.0,0,13.11,843.68,2,3,70000.0,2,1,2,14.71,1998,0,19770.0,42.2,26.0,0.0,5
10000.0,0,18.85,365.81,4,3,38397.0,0,0,2,28.44,2003,1,8637.0,67.5,17.0,0.0,7
21850.0,1,15.1,520.96,3,0,70000.0,2,1,2,19.78,1992,0,37490.0,66.6,29.0,4.0,4
5000.0,0,11.67,165.29,2,0,90000.0,1,0,2,2.21,2004,1,3442.0,55.4,28.0,5.0,7
5650.0,0,9.99,182.29,2,3,45000.0,1,1,2,26.16,2002,0,16612.0,43.6,29.0,0.0,6
5500.0,0,13.04,185.43,3,3,22000.0,0,1,9,5.02,2002,0,2614.0,52.3,9.0,1.8139908160844136,1
6000.0,0,7.9,187.75,1,3,25000.0,1,1,2,13.92,1978,0,9424.0,38.9,26.0,0.0,0
10800.0,0,7.9,337.94,1,3,35000.0,0,1,2,28.7,1999,0,6354.0,34.0,27.0,0.0,0
15000.0,0,6.62,460.56,1,0,100000.0,1,1,2,9.16,1996,0,33994.0,56.1,14.0,2.0,1
10000.0,0,12.69,335.45,3,3,60000.0,1,1,2,10.46,2000,1,6163.0,94.8,11.0,0.0,6
4800.0,0,15.59,167.79,4,3,42000.0,0,1,7,27.0,2004,0,3601.0,66.7,14.0,0.0,4
9075.0,0,16.59,321.7,4,3,40000.0,0,0,2,11.16,1989,1,10356.0,54.8,18.0,0.0,5
13800.0,0,15.31,480.48,3,0,30000.0,2,1,1,33.04,1973,0,48797.0,72.3,21.0,2.0,1
21000.0,1,18.99,544.64,4,3,77321.0,1,1,2,24.39,2003,0,11773.0,27.1,20.0,0.0,0
6000.0,1,14.46,141.05,4,3,63450.0,1,1,1,22.16,1993,0,24321.0,96.1,27.0,1.8139908160844136,6
8000.0,0,11.71,264.61,2,3,25000.0,0,1,1,15.74,2004,0,6295.0,78.7,12.0,1.8139908160844136,7
12000.0,0,14.3,411.89,3,2,40000.0,1,1,1,19.98,2003,0,10646.0,43.3,22.0,1.0,4
15000.0,0,12.35,500.73,2,3,75000.0,1,1,2,7.5,2001,0,10870.0,79.9,33.0,0.0,7
10000.0,0,10.16,323.43,2,0,42000.0,0,1,2,19.0,1999,0,8293.0,68.5,15.0,2.0,5
12000.0,1,6.97,237.45,1,3,160000.0,1,1,2,1.97,1999,0,9546.0,15.0,15.0,1.0,7
19000.0,1,12.12,423.8,2,0,112000.0,2,1,2,15.25,1994,0,28279.0,79.0,26.0,3.0,7
4825.0,0,11.22,158.47,2,3,11000.0,2,1,2,24.02,1987,0,6299.0,34.4,13.0,0.0,7
17625.0,1,20.99,476.72,5,0,72000.0,2,1,2,31.28,2012,0,4980.0,35.3,18.0,3.0,7
12000.0,0,8.18,377.04,2,3,40000.0,1,0,2,22.89,1992,0,29965.0,45.7,20.0,2.0,8
3000.0,0,6.39,91.8,1,0,69996.0,1,1,9,9.67,1985,0,11762.0,22.5,31.0,1.8139908160844136,3
10000.0,0,6.62,307.04,1,0,42000.0,1,1,2,10.54,2000,0,1143.0,3.0,28.0,1.0,5
3500.0,0,12.12,116.46,2,0,40000.0,0,1,2,20.52,1996,1,7810.0,60.1,11.0,1.0,5
13400.0,0,9.17,427.18,2,3,62000.0,1,1,2,25.96,2001,0,10539.0,30.4,31.0,1.0,3
25000.0,1,13.23,571.78,3,0,105000.0,2,1,2,15.55,1979,0,26006.0,38.2,60.0,1.8139908160844136,6
5000.0,0,10.99,163.67,2,0,49000.0,1,1,2,14.94,2002,0,5635.0,58.7,32.0,4.0,4
25000.0,0,10.37,811.03,2,3,97000.0,2,1,2,10.35,1988,0,27121.0,28.3,35.0,1.8139908160844136,7
15850.0,0,13.53,538.11,2,0,45000.0,2,0,2,33.63,2005,0,20755.0,36.4,23.0,1.0,9
12000.0,0,7.62,373.94,1,0,61000.0,1,1,2,17.86,1997,0,10617.0,21.7,45.0,2.0,1
4750.0,1,6.54,93.03,1,0,30000.0,0,1,4,19.96,1998,0,3735.0,42.4,29.0,1.8139908160844136,0
12700.0,0,10.16,410.75,2,0,50265.0,2,0,2,31.85,1992,0,27189.0,60.0,29.0,3.0,5
6000.0,0,15.62,209.82,4,3,60000.0,1,1,2,6.22,2007,0,1873.0,10.0,6.0,1.8139908160844136,5
24925.0,1,15.31,597.03,3,0,56000.0,2,0,2,18.59,1995,0,32218.0,84.1,28.0,2.0,6
12000.0,0,13.99,410.08,3,3,48000.0,0,0,2,23.0,2002,0,16921.0,86.8,9.0,0.0,2
12000.0,0,7.62,373.94,1,0,178000.0,1,1,6,12.61,1992,0,146843.0,67.4,31.0,4.0,0
12000.0,0,12.12,399.26,2,3,50000.0,0,1,1,18.23,2006,0,10383.0,67.4,8.0,0.0,4
20000.0,0,15.99,703.05,4,0,56100.0,1,1,4,17.54,1998,0,12576.0,48.6,43.0,4.0,1
3050.0,0,12.29,101.73,3,3,40000.0,0,0,9,13.11,2003,0,11682.0,49.7,8.0,0.0,2
16600.0,1,14.99,394.83,3,2,60000.0,1,0,2,30.96,1998,0,34828.0,88.6,30.0,1.0,8
19600.0,0,7.9,613.29,1,0,60000.0,1,1,2,17.29,1998,0,17965.0,69.8,24.0,1.0,6
20800.0,1,18.25,531.02,4,0,105000.0,1,1,2,14.49,1983,0,21760.0,62.3,23.0,4.0,1
10800.0,0,10.75,352.31,2,3,180000.0,1,1,2,3.57,1995,1,7401.0,41.1,26.0,4.0,5
12000.0,0,9.17,382.55,2,3,100000.0,0,1,12,15.5,2005,0,19216.0,27.2,42.0,1.0,3
12000.0,1,17.57,301.93,4,0,68500.0,2,0,4,20.63,2000,0,9854.0,42.3,24.0,3.0,8
5100.0,0,13.98,174.26,3,2,36000.0,2,1,4,21.37,1994,1,3438.0,57.0,33.0,3.0,4
6000.0,0,9.99,193.58,2,0,90996.0,0,1,9,19.95,1995,0,53150.0,90.7,33.0,1.8139908160844136,0
12000.0,0,13.98,410.02,3,3,34000.0,2,1,1,19.24,1984,1,23044.0,58.8,13.0,1.0,6
10000.0,1,18.25,255.3,5,0,45000.0,1,1,2,25.49,1992,0,23926.0,62.1,20.0,3.0,7
7325.0,0,13.11,247.2,2,3,65000.0,0,1,2,12.57,2002,0,3710.0,47.0,31.0,0.0,6
25000.0,1,23.99,719.06,6,3,90000.0,2,0,6,14.53,2006,0,3470.0,48.2,12.0,0.0,9
12000.0,0,10.75,391.45,2,3,60000.0,0,1,2,19.88,2003,0,12611.0,42.5,24.0,1.0,4
7325.0,0,11.99,243.26,2,2,65000.0,1,1,6,14.75,1973,0,191776.0,20.3,33.0,5.0,0
8000.0,0,16.0,281.26,4,0,90000.0,2,1,11,6.03,1991,0,362.0,36.2,24.0,1.8139908160844136,5
17500.0,0,10.16,566.0,2,0,60840.0,2,0,1,24.44,1991,0,35022.0,49.1,36.0,7.0,2
13650.0,0,7.51,424.67,1,0,35000.0,2,1,4,17.14,1996,0,5363.0,17.8,12.0,1.8139908160844136,4
5000.0,0,7.9,156.46,1,2,80000.0,0,1,2,12.85,2001,0,9597.0,20.7,43.0,0.0,4
10000.0,1,21.99,276.14,5,3,54000.0,2,1,2,24.47,2002,0,29104.0,96.0,30.0,5.0,5
18000.0,1,14.47,423.23,3,0,88000.0,2,0,2,21.41,1998,0,20847.0,61.4,63.0,7.0,5
7000.0,0,12.05,232.67,3,0,60000.0,2,1,2,12.47,1998,0,4989.0,83.1,37.0,9.0,4
3600.0,0,16.99,128.34,4,3,27000.0,0,1,2,9.47,2008,0,6228.0,85.0,6.0,0.0,3
22500.0,0,7.9,704.04,1,0,105000.0,1,1,1,22.4,1992,0,18920.0,49.0,32.0,3.0,3
21725.0,0,11.99,721.48,2,3,55000.0,1,1,11,8.31,2003,0,13795.0,27.2,23.0,0.0,7
6025.0,0,9.99,194.39,2,2,55000.0,1,1,1,13.16,2004,1,7818.0,57.1,16.0,1.0,6
12000.0,0,11.53,395.89,2,0,24000.0,1,0,2,30.5,1989,0,9803.0,53.9,37.0,3.0,8
20000.0,1,7.89,404.48,1,0,160000.0,0,1,2,8.95,1998,0,19339.0,35.7,17.0,2.0,4
8000.0,0,23.4,311.35,5,3,60000.0,1,0,2,18.12,1998,0,46063.0,82.4,20.0,0.0,2
16000.0,0,9.16,509.99,2,0,80000.0,1,0,2,14.9,1998,0,9833.0,36.4,41.0,6.0,2
5000.0,0,7.62,155.81,1,2,22000.0,2,1,2,11.07,1997,0,4035.0,4.4,26.0,1.0,6
10000.0,0,7.9,312.91,1,0,156000.0,2,1,1,6.88,1976,0,9968.0,61.5,47.0,7.0,6
7500.0,0,7.69,233.96,1,0,30000.0,0,1,2,14.16,2004,0,3580.0,30.9,13.0,1.0,7
13400.0,0,14.99,464.45,3,3,50000.0,1,1,2,19.42,2009,0,10363.0,55.4,12.0,0.0,0
15000.0,0,15.8,525.88,3,3,40000.0,2,0,1,30.18,1999,0,14839.0,64.5,26.0,0.0,2
14000.0,1,15.31,335.35,3,2,132000.0,1,1,2,8.04,1988,0,21251.0,75.1,22.0,4.0,0
16000.0,0,16.99,570.37,4,3,74000.0,0,1,2,19.38,2005,0,23781.0,80.1,21.0,1.0,1
13000.0,0,11.99,431.73,3,3,88000.0,1,1,2,18.64,1996,1,16480.0,62.4,22.0,0.0,6
21000.0,0,12.99,707.48,3,0,80000.0,1,1,2,6.08,2005,0,23202.0,44.2,25.0,3.0,6
10000.0,1,12.69,225.95,3,0,99000.0,0,1,9,14.76,2000,0,16935.0,91.0,22.0,6.0,4
15000.0,0,7.12,463.98,1,0,80000.0,1,1,1,20.18,1977,0,19524.0,29.2,28.0,4.0,6
22000.0,0,6.03,669.59,1,0,100000.0,2,1,2,9.49,1980,0,17876.0,61.4,23.0,2.0,3
18275.0,1,23.76,523.2,6,3,42000.0,2,0,2,28.09,2006,0,20800.0,50.2,28.0,0.0,2
22000.0,1,19.22,573.36,4,0,116000.0,2,0,2,15.72,1993,0,17140.0,69.4,43.0,1.0,2
15000.0,0,21.7,570.54,5,3,160000.0,0,0,2,7.54,2002,0,6600.0,93.0,7.0,0.0,7
20000.0,1,12.29,447.83,3,0,80000.0,1,0,4,13.25,1988,0,25728.0,66.5,21.0,2.0,9
8150.0,0,15.31,283.77,3,3,60000.0,0,1,2,14.82,1997,0,14880.0,51.5,21.0,0.0,1
16000.0,0,6.24,488.5,1,2,120000.0,2,1,2,18.51,2005,0,9491.0,15.8,42.0,0.0,6
9000.0,0,10.65,293.16,2,3,24600.0,0,1,2,19.76,1998,0,9780.0,65.8,22.0,1.8139908160844136,1
6000.0,0,12.99,202.14,2,0,73000.0,0,1,2,17.05,2004,1,3882.0,24.6,26.0,4.0,6
7875.0,0,15.61,275.35,3,0,45000.0,2,1,2,31.76,2004,0,17763.0,55.1,40.0,2.0,7
6000.0,0,10.99,196.41,2,3,56400.0,1,0,2,26.26,1997,1,10993.0,63.9,28.0,0.0,2
18375.0,1,19.52,481.94,5,3,46000.0,1,0,9,19.15,2002,1,11658.0,36.7,17.0,0.0,2
8350.0,0,17.57,300.08,4,3,45500.0,0,1,7,21.81,2000,1,6003.0,39.0,29.0,0.0,4
10000.0,0,18.64,364.75,5,2,100000.0,1,0,4,4.55,2008,0,14966.0,88.0,4.0,1.8139908160844136,8
14000.0,0,13.05,472.06,2,0,65000.0,0,1,2,9.71,1999,0,15407.0,82.8,23.0,3.0,1
2125.0,0,21.99,81.15,5,3,43000.0,0,0,8,4.41,2003,0,2473.0,91.6,21.0,0.0,7
6000.0,0,13.49,203.59,3,0,86188.0,1,1,2,21.9,2003,1,6898.0,24.4,47.0,3.0,3
6250.0,0,17.1,223.15,3,3,29400.0,1,1,1,26.16,2001,1,5866.0,62.4,10.0,0.0,4
5000.0,0,23.4,194.6,5,0,33800.0,2,1,7,25.84,1976,0,26031.0,46.5,16.0,1.0,6
25000.0,1,13.35,506.82,3,3,135000.0,2,1,1,9.8,1995,0,4021.0,65.9,16.0,1.8139908160844136,6
10500.0,0,12.85,353.03,2,2,40000.0,2,1,1,20.58,2008,0,6042.0,78.0,14.0,1.0,4
20000.0,0,6.03,608.72,1,0,99000.0,2,1,4,22.59,1984,0,126643.0,42.8,33.0,3.0,6
31275.0,1,18.49,802.54,5,3,68000.0,0,0,1,22.36,2004,0,28923.0,85.1,22.0,2.0,5
13475.0,0,20.99,507.61,5,3,45000.0,0,0,2,11.14,2004,0,3058.0,33.6,20.0,0.0,9
8000.0,0,6.03,243.49,1,0,130000.0,1,1,1,29.19,1998,0,108776.0,87.0,29.0,3.0,6
20000.0,1,16.29,489.45,3,0,65000.0,2,1,2,12.87,2002,0,1053.0,24.5,13.0,1.0,1
19200.0,1,13.66,443.38,3,3,73000.0,2,1,1,21.44,2007,0,15163.0,82.0,27.0,0.0,7
6000.0,0,8.18,188.52,2,0,92000.0,1,1,2,15.48,1980,1,19042.0,30.6,56.0,2.0,4
20000.0,0,7.69,623.88,1,0,61000.0,1,1,4,11.35,1998,0,32056.0,47.4,22.0,2.0,7
18000.0,1,21.0,486.97,5,3,46800.0,2,1,2,14.87,2004,0,6258.0,71.1,17.0,2.0,3
6000.0,0,12.85,201.74,2,3,29000.0,0,1,2,7.66,2004,0,5676.0,33.8,18.0,2.0,6
25725.0,1,16.55,633.13,4,3,58500.0,0,1,1,7.53,1995,1,10454.0,68.3,28.0,3.0,3
17100.0,1,22.99,481.96,6,2,60000.0,1,0,2,12.98,2001,1,10030.0,57.7,10.0,0.0,3
20000.0,1,15.88,485.09,3,0,89000.0,2,1,2,24.62,1995,0,24396.0,64.0,42.0,3.0,1
2400.0,0,12.39,80.17,3,0,40102.0,0,1,9,6.14,2005,0,10753.0,53.8,7.0,1.0,6
3000.0,0,12.85,100.87,2,2,63600.0,0,1,0,24.98,1996,0,18379.0,38.9,30.0,0.0,7
9600.0,1,21.6,262.97,5,0,68000.0,1,1,2,18.55,2004,0,11123.0,64.3,19.0,1.0,7
17500.0,0,12.12,582.26,2,3,80000.0,0,1,1,10.6,2000,0,17613.0,43.4,25.0,0.0,3
4800.0,0,14.49,165.2,3,3,56160.0,0,0,8,23.86,1998,0,7818.0,59.7,54.0,0.0,6
18350.0,0,15.99,645.05,4,0,46000.0,0,1,2,14.84,2001,0,24266.0,72.7,42.0,3.0,0
10000.0,1,21.48,273.25,5,0,207000.0,2,1,1,6.19,2004,1,7611.0,57.0,31.0,3.0,6
30000.0,0,9.67,963.38,2,0,250000.0,2,1,1,5.88,1992,0,26080.0,61.8,15.0,3.0,5
6000.0,0,15.61,209.79,4,3,34000.0,2,1,2,33.6,2003,0,6946.0,16.8,61.0,6.0,1
20000.0,1,13.33,458.45,3,0,118000.0,0,1,2,12.92,1999,0,18205.0,35.7,31.0,1.0,1
13150.0,0,14.33,451.55,3,2,37000.0,1,1,2,18.45,1999,0,6348.0,49.6,16.0,0.0,6
20000.0,0,8.39,630.34,1,0,88000.0,1,1,2,15.85,2001,0,12431.0,39.0,22.0,1.0,6
24000.0,1,13.33,550.14,3,0,55000.0,1,1,2,17.0,1998,1,16006.0,80.4,23.0,4.0,7
5000.0,0,15.99,175.77,4,3,90000.0,2,1,8,11.71,2000,0,26105.0,97.4,24.0,2.0,3
10000.0,0,14.49,344.17,3,3,30000.0,1,0,2,27.64,2008,0,4678.0,46.8,8.0,0.0,9
7000.0,0,10.74,228.32,2,0,65000.0,1,1,2,12.61,1999,0,21564.0,78.4,36.0,4.0,4
15000.0,0,13.11,506.21,2,0,97000.0,2,1,1,16.69,1992,0,9670.0,81.9,16.0,1.0,7
32350.0,1,21.49,884.12,5,0,106800.0,2,1,2,18.48,1978,0,27361.0,59.7,36.0,3.0,4
7200.0,0,11.55,237.6,2,0,40000.0,2,1,2,19.92,1983,1,8632.0,12.3,39.0,0.0,7
5000.0,0,11.14,164.03,2,0,34000.0,0,1,1,18.71,1993,0,10745.0,75.7,12.0,3.0,0
18000.0,0,10.99,589.22,2,3,50000.0,1,0,1,21.29,2004,0,21684.0,41.5,17.0,0.0,6
5000.0,0,12.12,166.36,2,0,162000.0,0,1,2,9.7,1984,0,19501.0,92.9,42.0,14.0,7
4000.0,0,6.62,122.82,1,3,70000.0,0,1,1,15.12,1999,0,12308.0,27.9,30.0,1.8139908160844136,1
28000.0,1,23.99,805.35,6,0,109000.0,1,0,2,25.31,2002,0,9761.0,75.1,63.0,2.0,9
3000.0,0,15.22,104.32,3,0,65000.0,0,1,4,27.9,2004,0,12066.0,52.9,31.0,0.0,1
4950.0,0,13.98,169.14,3,3,70000.0,0,1,2,7.58,2007,1,4185.0,31.0,10.0,0.0,5
14000.0,0,14.33,480.74,3,3,80000.0,0,1,2,14.33,1998,0,33060.0,77.2,44.0,0.0,0
15000.0,0,12.35,500.73,2,3,55000.0,1,0,1,12.22,1980,1,13153.0,41.2,25.0,0.0,9
28000.0,0,15.31,974.89,3,0,100000.0,2,1,1,21.85,1997,0,19829.0,70.6,32.0,2.0,7
17475.0,1,17.27,436.84,3,0,39400.0,2,1,2,28.2,2003,0,13359.0,68.2,16.0,2.0,5
16800.0,1,16.55,413.47,4,3,45000.0,1,0,1,27.87,2009,0,13908.0,88.0,13.0,0.0,8
6600.0,0,7.89,206.49,1,0,70000.0,0,1,0,21.07,1995,0,13286.0,68.8,26.0,3.0,4
20000.0,0,12.69,670.9,3,2,120000.0,1,1,1,19.2,1985,0,34614.0,74.1,21.0,1.0,4
25000.0,0,13.33,846.33,3,0,50000.0,1,1,2,17.93,2001,0,28969.0,75.0,17.0,0.0,0
12000.0,0,7.26,371.96,1,3,100000.0,2,1,2,12.42,2002,1,4347.0,23.8,22.0,0.0,3
12000.0,0,11.53,395.89,2,0,72000.0,1,1,1,24.62,1990,0,20139.0,57.5,32.0,2.0,4
8000.0,1,12.12,178.45,2,0,64000.0,2,1,4,12.04,1998,0,190.0,0.7,22.0,1.0,4
18000.0,0,12.12,598.89,2,0,53000.0,0,1,2,7.52,1993,0,16188.0,78.6,16.0,4.0,3
5000.0,0,12.49,167.25,2,0,55000.0,2,0,9,19.03,2001,0,14296.0,54.2,34.0,2.0,7
20000.0,1,16.29,489.45,4,3,70000.0,2,0,2,21.82,1986,0,10742.0,46.9,40.0,2.0,8
12000.0,0,11.99,398.52,2,3,70000.0,1,1,2,14.25,2007,0,7416.0,37.1,7.0,1.8139908160844136,6
12000.0,0,11.14,393.67,2,3,89720.0,0,1,1,23.04,1987,0,39029.0,81.0,46.0,6.0,4
20000.0,1,19.99,529.77,5,0,50000.0,2,0,4,20.88,1997,0,23120.0,84.1,13.0,0.0,7
12000.0,1,12.99,272.98,2,0,35000.0,2,1,1,20.37,1993,0,17929.0,31.6,32.0,3.0,7
12000.0,0,6.62,368.45,1,0,118000.0,1,1,4,4.81,1991,0,5584.0,4.3,18.0,1.8139908160844136,0
4000.0,0,14.49,137.67,3,3,45000.0,1,1,11,16.05,1993,0,487.0,97.4,24.0,1.0,5
14000.0,0,13.99,478.42,3,3,55000.0,2,1,2,10.71,2007,0,6177.0,32.9,22.0,1.0,3
7000.0,0,9.16,223.12,2,2,35000.0,2,1,2,22.39,2003,0,8348.0,27.3,29.0,1.0,3
20000.0,1,17.57,503.21,4,3,100000.0,2,1,9,29.29,1998,0,14927.0,82.9,44.0,0.0,4
24000.0,1,12.99,545.96,2,3,60000.0,1,1,2,5.0,1998,0,7778.0,24.1,13.0,0.0,0
13000.0,0,13.11,438.72,2,0,82000.0,2,0,2,15.63,1999,0,13702.0,70.6,20.0,4.0,6
28000.0,1,18.99,726.19,5,3,140000.0,2,1,2,9.22,1985,0,26191.0,74.4,31.0,4.0,6
5750.0,0,13.49,195.11,3,2,16000.0,2,1,2,7.95,2003,0,5852.0,22.6,30.0,0.0,3
10500.0,1,9.49,220.47,2,3,70000.0,1,1,1,8.45,1983,0,9999.0,41.7,16.0,1.0,0
9950.0,0,15.8,348.84,3,0,30000.0,0,1,2,15.76,1999,0,8634.0,67.5,21.0,1.0,1
23000.0,0,7.49,715.34,1,0,68689.0,1,1,2,24.08,1988,1,8865.0,37.4,61.0,4.0,3
13500.0,1,13.49,310.57,3,0,110000.0,2,1,11,9.55,2007,0,2046.0,8.2,17.0,1.8139908160844136,3
7750.0,0,15.31,269.84,3,3,35000.0,2,1,2,12.53,2004,0,6641.0,43.8,11.0,0.0,5
24000.0,1,18.55,616.65,5,3,102000.0,2,1,2,13.36,2005,0,16813.0,59.6,57.0,4.0,4
25700.0,1,24.83,751.77,7,0,165000.0,2,1,2,18.59,1983,0,10603.0,89.1,39.0,4.0,5
23275.0,1,12.99,529.46,3,0,53000.0,2,1,2,26.79,1991,0,13205.0,20.3,69.0,3.0,1
9600.0,0,13.61,326.29,3,2,85000.0,1,1,2,9.11,1997,0,11383.0,55.3,28.0,1.8139908160844136,0
24600.0,0,8.9,781.13,1,3,126196.0,2,1,2,7.43,2005,0,14144.0,59.7,16.0,1.0,1
12000.0,0,10.99,392.83,2,3,62000.0,0,1,2,22.97,1996,0,25974.0,79.2,25.0,1.8139908160844136,1
18600.0,1,16.99,462.16,4,0,72000.0,0,1,2,18.25,1998,1,8900.0,47.1,37.0,5.0,5
11600.0,0,10.16,375.18,2,3,81000.0,1,1,2,10.89,1997,0,14962.0,70.6,18.0,0.0,4
27000.0,0,7.9,844.84,1,0,120000.0,2,1,1,8.13,1991,0,25373.0,28.0,47.0,4.0,5
13000.0,0,14.3,446.21,3,0,50000.0,2,1,4,17.26,1995,0,11642.0,97.0,15.0,3.0,7
3500.0,0,10.15,113.19,2,0,70000.0,0,1,12,21.14,1995,1,4977.0,8.0,31.0,3.0,4
12000.0,0,10.15,388.06,2,3,105000.0,2,1,1,31.12,1998,0,11754.0,15.9,61.0,2.0,4
10000.0,0,12.99,336.9,3,0,32000.0,0,1,2,12.08,2003,0,7485.0,75.6,28.0,1.0,0
4000.0,0,13.98,136.68,3,0,39000.0,1,1,2,2.58,1996,1,440.0,7.0,36.0,2.0,4
29000.0,1,24.89,849.32,7,0,115000.0,2,1,2,23.19,2000,0,31823.0,95.9,44.0,1.0,4
5000.0,0,8.19,157.13,1,0,54000.0,0,0,2,30.58,1987,0,9744.0,84.7,27.0,6.0,6
21200.0,1,17.86,536.73,4,0,70000.0,1,1,2,24.63,2002,1,30130.0,76.7,51.0,0.0,4
10000.0,0,6.92,308.41,1,0,72000.0,0,1,2,29.09,1994,0,24516.0,51.1,29.0,6.0,5
18000.0,0,6.62,552.67,1,2,51000.0,1,1,1,23.29,1994,0,20367.0,24.2,44.0,1.0,5
14000.0,0,8.18,439.88,2,2,178000.0,0,0,2,14.85,2003,0,24161.0,55.1,57.0,1.0,8
6000.0,0,11.14,196.84,2,0,65000.0,2,1,2,32.05,2000,0,25903.0,96.3,15.0,3.0,1
15000.0,0,19.72,555.32,4,0,51000.0,0,0,1,5.48,2002,0,4777.0,70.2,17.0,5.0,6
20000.0,0,9.16,637.49,2,0,80000.0,0,1,1,32.1,2002,0,18936.0,33.8,52.0,5.0,0
14000.0,0,11.99,464.94,2,0,125000.0,1,1,2,13.94,1991,0,36559.0,80.5,20.0,4.0,6
12975.0,0,21.18,490.04,5,3,84574.0,2,0,2,11.69,2006,0,441.0,6.0,9.0,0.0,3
23350.0,1,16.99,580.19,4,3,85000.0,1,1,1,11.86,1997,0,1040.0,16.8,13.0,1.0,1
28000.0,1,18.25,714.83,5,0,90000.0,1,1,9,21.72,2003,0,38945.0,86.2,22.0,3.0,6
8750.0,0,14.16,299.74,3,0,40367.0,2,1,2,29.97,2001,0,9291.0,55.0,26.0,3.0,7
7000.0,0,10.99,229.14,2,3,30000.0,0,0,2,6.2,2006,0,3622.0,43.1,6.0,1.8139908160844136,6
9000.0,0,13.05,303.47,2,3,42108.0,0,1,2,12.91,1989,0,9469.0,62.3,22.0,0.0,5
22400.0,0,9.17,714.09,2,0,78000.0,1,1,2,11.05,1979,1,5937.0,25.6,52.0,7.0,6
20000.0,1,24.11,576.64,6,3,84000.0,1,1,9,18.71,2004,0,8321.0,47.0,11.0,0.0,4
10000.0,0,13.33,338.54,3,3,105000.0,0,1,1,3.02,2008,0,13019.0,56.1,15.0,0.0,7
24700.0,0,11.44,813.81,2,0,150000.0,2,1,4,14.07,2000,0,44834.0,49.8,31.0,2.0,4
